date,open_utc,close_utc,early_close
2024-08-02,13:30,20:00,False
2024-08-05,13:30,20:00,False
2024-08-06,13:30,20:00,False
2024-08-07,13:30,20:00,False
2024-08-08,13:30,20:00,False
2024-08-09,13:30,20:00,False
2024-08-12,13:30,20:00,False
2024-08-13,13:30,20:00,False
2024-08-14,13:30,20:00,False
2024-08-15,13:30,20:00,False
2024-08-16,13:30,20:00,False
2024-08-19,13:30,20:00,False
2024-08-20,13:30,20:00,False
2024-08-21,13:30,20:00,False
2024-08-22,13:30,20:00,False
2024-08-23,13:30,20:00,False
2024-08-26,13:30,20:00,False
2024-08-27,13:30,20:00,False
2024-08-28,13:30,20:00,False
2024-08-29,13:30,20:00,False
2024-08-30,13:30,20:00,False
2024-09-03,13:30,20:00,False
2024-09-04,13:30,20:00,False
2024-09-05,13:30,20:00,False
2024-09-06,13:30,20:00,False
2024-09-09,13:30,20:00,False
2024-09-10,13:30,20:00,False
2024-09-11,13:30,20:00,False
2024-09-12,13:30,20:00,False
2024-09-13,13:30,20:00,False
2024-09-16,13:30,20:00,False
2024-09-17,13:30,20:00,False
2024-09-18,13:30,20:00,False
2024-09-19,13:30,20:00,False
2024-09-20,13:30,20:00,False
2024-09-23,13:30,20:00,False
2024-09-24,13:30,20:00,False
2024-09-25,13:30,20:00,False
2024-09-26,13:30,20:00,False
2024-09-27,13:30,20:00,False
2024-09-30,13:30,20:00,False
2024-10-01,13:30,20:00,False
2024-10-02,13:30,20:00,False
2024-10-03,13:30,20:00,False
2024-10-04,13:30,20:00,False
2024-10-07,13:30,20:00,False
2024-10-08,13:30,20:00,False
2024-10-09,13:30,20:00,False
2024-10-10,13:30,20:00,False
2024-10-11,13:30,20:00,False
2024-10-14,13:30,20:00,False
2024-10-15,13:30,20:00,False
2024-10-16,13:30,20:00,False
2024-10-17,13:30,20:00,False
2024-10-18,13:30,20:00,False
2024-10-21,13:30,20:00,False
2024-10-22,13:30,20:00,False
2024-10-23,13:30,20:00,False
2024-10-24,13:30,20:00,False
2024-10-25,13:30,20:00,False
2024-10-28,13:30,20:00,False
2024-10-29,13:30,20:00,False
2024-10-30,13:30,20:00,False
2024-10-31,13:30,20:00,False
2024-11-01,13:30,20:00,False
2024-11-04,14:30,21:00,False
2024-11-05,14:30,21:00,False
2024-11-06,14:30,21:00,False
2024-11-07,14:30,21:00,False
2024-11-08,14:30,21:00,False
2024-11-11,14:30,21:00,False
2024-11-12,14:30,21:00,False
2024-11-13,14:30,21:00,False
2024-11-14,14:30,21:00,False
2024-11-15,14:30,21:00,False
2024-11-18,14:30,21:00,False
2024-11-19,14:30,21:00,False
2024-11-20,14:30,21:00,False
2024-11-21,14:30,21:00,False
2024-11-22,14:30,21:00,False
2024-11-25,14:30,21:00,False
2024-11-26,14:30,21:00,False
2024-11-27,14:30,21:00,False
2024-11-29,14:30,18:00,True
2024-12-02,14:30,21:00,False
2024-12-03,14:30,21:00,False
2024-12-04,14:30,21:00,False
2024-12-05,14:30,21:00,False
2024-12-06,14:30,21:00,False
2024-12-09,14:30,21:00,False
2024-12-10,14:30,21:00,False
2024-12-11,14:30,21:00,False
2024-12-12,14:30,21:00,False
2024-12-13,14:30,21:00,False
2024-12-16,14:30,21:00,False
2024-12-17,14:30,21:00,False
2024-12-18,14:30,21:00,False
2024-12-19,14:30,21:00,False
2024-12-20,14:30,21:00,False
2024-12-23,14:30,21:00,False
2024-12-24,14:30,18:00,True
2024-12-26,14:30,21:00,False
2024-12-27,14:30,21:00,False
2024-12-30,14:30,21:00,False
2024-12-31,14:30,21:00,False
